interviewee,role,speaker,line_number,sentence
Kaveri,interviewer,Navaa,15,Got it.
Kaveri,interviewer,Navaa,15,"Yeah, it’s really interesting to see, like, just like, what the average student does want in terms of AI features, because I think it's something that you know could just be interesting to explore."
Kaveri,interviewer,Navaa,15,"And then with like, your subscription expiring post grad."
Kaveri,interviewer,Navaa,15,Do you see yourself potentially upgrading to Canva pro once that expires?
Kaveri,interviewee,Kaveri,16,"No, yeah, I mean, I don't really know why I'd have a reason to use Canva after I graduate."
Kaveri,interviewee,Kaveri,16,"I'm not, like, managing social media or, like, making flyers for things that's true in the future."
Kaveri,interviewee,Kaveri,16,I guess in med school or doing research for something I would need to put something up.
Kaveri,interviewee,Kaveri,16,"But I think the peak functionality for Canva, like, the peak demographic that Canva caters to is students or people who have jobs in social media or graphic design or things like that, and my dad is not, like, designing flyers for his job, right?"
Kaveri,interviewee,Kaveri,16,And so I don't really need a Canva subscription.
Kaveri,interviewee,Kaveri,16,"I didn't have a Canva pro subscription in high school, or I don't."
Kaveri,interviewee,Kaveri,16,Did Newton South have a subscription?
Kaveri,interviewee,Kaveri,16,I don't know.
Kaveri,interviewee,Kaveri,16,"I don't think we did, but I'm just like, I don't really like, I don't really think I do, and I think if I needed to use Canva, I'm not gonna---the once a year I might need to use Canva I'm not gonna pay for a subscription."
Kaveri,interviewer,Navaa,17,I get it.
Kaveri,interviewer,Navaa,17,"With your current usage of Canva, do you see that as like, like you mentioned only using it for flyers and things of that nature."
Kaveri,interviewer,Navaa,17,Do you find yourself using Canva for anything like academic at all?
Kaveri,interviewer,Navaa,17,"Like, I know of some people that do projects on Canva pretty often."
Kaveri,interviewer,Navaa,17,Is it something you find yourself doing?
Kaveri,interviewer,Navaa,17,Are you more in the Google ecosystem?
Kaveri,interviewee,Kaveri,18,"Sure, yeah."
Kaveri,interviewee,Kaveri,18,"I mean, I do make some slideshows on Canva."
Kaveri,interviewee,Kaveri,18,"I think Google Slides is generally easier to use in a lot of ways, because there's less features, so I just kind of slap everything on."
Kaveri,interviewee,Kaveri,18,"But also, to be fair, like, I'm probably not the best person to ask this question to, because the vast majority of my classes aren't project based."
Kaveri,interviewee,Kaveri,18,"Like, I'm not a humanities student."
Kaveri,interviewee,Kaveri,18,"I'm not, like, making a ton of projects for class, and my STEM classes, I'm taking exams, and so if I am making slideshows I'm probably doing it really quickly on Google Slides, and not paying too much attention to the aesthetics, just because it's not that important to me."
Kaveri,interviewee,Kaveri,18,I think the content is more important.
Kaveri,interviewee,Kaveri,18,"But I can also see why some people would care more about it and I definitely cared more about it in like, High School."
Kaveri,interviewee,Kaveri,18,"Also, if I'm like, making a presentation for something fun then, yes, but if it's, like, an academic presentation like I just had, an anthropology presentation that I had to make, and it was just on Google Slides, and I just slapped some photos on there."
Kaveri,interviewee,Kaveri,18,"And I just didn't, I wasn't really thinking about the aesthetics that much, but like, I also made a, I did a presentation in like, AP Lit in high school, and I did care a lot about it, and I thought it was really fun."
Kaveri,interviewee,Kaveri,18,And I think Canva is really especially great for multimedia presentations when you're trying to embed a lot of different features into it.
Kaveri,interviewee,Kaveri,18,"But unfortunately, like, that's just not the, I don't take classes that really are that project based right now?"
Kaveri,interviewer,Navaa,19,That makes a lot of sense.
Kaveri,interviewer,Navaa,19,"It does make intuitive sense, like a stem student probably wouldn’t need to be using it as much."
Kaveri,interviewer,Navaa,19,And then what do you find are your current pain points when using Canva?
Kaveri,interviewer,Navaa,19,What do you think can be like improved about your experience?
Kaveri,interviewee,Kaveri,20,I think sometimes it's hard to find some of the features.
Kaveri,interviewee,Kaveri,20,"There's just like, a lot going on."
Kaveri,interviewee,Kaveri,20,"I think the user face could be a little bit more minimalistic, I want to say, like, just not have a ton of stuff everywhere."
Kaveri,interviewee,Kaveri,20,"And I'm also just not very tech savvy, and so I'm, like, constantly trying to find different things."
Kaveri,interviewee,Kaveri,20,"Or maybe if there was an easier help manual to look at that you could see what the features are, maybe there is, again, like, I don't know that much, but I just think it may be finding ways to make it easier to search for features."
Kaveri,interviewer,Navaa,21,"Yeah, that makes a lot of sense."
Kaveri,interviewer,Navaa,21,"I think as of now, there are some Canva tutorials that are up and, like, freely available, but I really don't think anyone's seeking them out."
Kaveri,interviewer,Navaa,21,"And going to be like, I should watch a Canva tutorial and, like, how to use this feature."
Kaveri,interviewee,Kaveri,22,"Yeah, I don’t want to watch a video to know how to use it."
Kaveri,interviewee,Kaveri,22,"Like, I just want to be able to be like, maybe in a help search thing."
Kaveri,interviewee,Kaveri,22,"Like, how do I make the gradient of this more transparent, or whatever?"
Kaveri,interviewee,Kaveri,22,"And then it'll be like, Oh, yeah."
Kaveri,interviewee,Kaveri,22,"I'd be like, click this button to do this."
Kaveri,interviewee,Kaveri,22,You know?
Kaveri,interviewer,Navaa,23,"Yeah, that makes sense, time wise, for sure."
Kaveri,interviewer,Navaa,23,"And then, oh, that's another question."
Kaveri,interviewer,Navaa,23,What are specific use cases in which you have used Canva for something?
Kaveri,interviewee,Kaveri,24,"Okay, um, when we were doing recruitment to get people to try out for our debate team, I was doing a lot of promotional flyers."
Kaveri,interviewee,Kaveri,24,"Like, when I was making posts about exec boards for different clubs, like, we were putting out flyers."
Kaveri,interviewee,Kaveri,24,We were putting out Instagram posts with all the people on them.
Kaveri,interviewee,Kaveri,24,"We, also do like, when we're sending out mass emails about fundraisers that we have, or different things that different clubs are trying to do, and we're trying to raise money, we'll put flyers in an email that gets sent out to schools, like, just different things like that."
Kaveri,interviewer,Navaa,25,And then I guess you already touched on this.
Kaveri,interviewer,Navaa,25,We did already touch on this.
Kaveri,interviewer,Navaa,25,"Like, what are some specific changes or improvements that Canva should make to fit your specific needs better,"
Kaveri,interviewee,Kaveri,26,"Just making it faster to be able to generate things, especially like posters and Instagram posts and flyers."
Kaveri,interviewee,Kaveri,26,Things that would just make things more efficient.
Kaveri,interviewer,Navaa,27,"Yeah, gorgeous, okay, that is everything on my question list, anything, anything miscellaneous that you feel like you just didn't get to share about Canva?"
Kaveri,interviewee,Kaveri,28,I don't think so.
Kaveri,interviewee,Kaveri,28,"I mean, I think it's pretty cool that it exists."
Kaveri,interviewee,Kaveri,28,I'm happy that it does.
Kaveri,interviewee,Kaveri,28,And I think there are people who benefit a lot from it more than I do.
Kaveri,interviewee,Kaveri,28,But I think it's a really cool platform.
Kaveri,interviewee,Kaveri,28,"And I also think it's like, given, like, there are way more complicated platforms out there, like a lot of the Adobe software, like, I think it's relatively easy to use for, like, a noob."
Sarah,interviewer,Navaa,1,"Excellent, so just tell me a little bit about yourself, so your name, your occupation, what you keep yourself busy with in your free time, stuff like that."
Sarah,interviewee,Sarah,2,Okay.
Sarah,interviewee,Sarah,2,So my name is Sarah.
Sarah,interviewee,Sarah,2,I'm an after school science teacher at Crossroads school in Santa Monica.
Sarah,interviewee,Sarah,2,I'm also the diversity equity and inclusion coordinator for upper school.
Sarah,interviewee,Sarah,2,"Um, and yeah, that's my career and my free time."
Sarah,interviewee,Sarah,2,I love just putting on workshops for teachers and talking about education.
Sarah,interviewee,Sarah,2,"I also am really passionate about nature, so I love spending time with the beach and just anywhere with trees."
Sarah,interviewee,Sarah,2,"Um, and yeah."
Sarah,interviewer,Navaa,3,"On a scale from one to three, with one being the least, or, I guess, 0 to 3, with the zero being the least, and 3 being the most, how would you describe your, like, digital literacy, enabled or ability to use technology?"
Sarah,interviewee,Sarah,4,"Yeah, I would say I'm not an expert."
Sarah,interviewee,Sarah,4,"I would give myself, like, a 2.5 ."
Sarah,interviewee,Sarah,4,"I always, like, try and learn and stay up to date with things."
Sarah,interviewee,Sarah,4,"So, yeah, I think 2.5 out of three."
Sarah,interviewer,Navaa,5,"Amazing, okay."
Sarah,interviewer,Navaa,5,"Um, and would you describe yourself as a current Canva user, and if so, how?"
Sarah,interviewee,Sarah,6,"Yeah, so I use it literally every day."
Sarah,interviewee,Sarah,6,"I have my student slideshows, my slideshows for my classes."
Sarah,interviewee,Sarah,6,"I make them on Canva, they're interactive."
Sarah,interviewee,Sarah,6,I give my students access to them.
Sarah,interviewee,Sarah,6,"I also assign my students assignments through Canva, like making a digital poster."
Sarah,interviewee,Sarah,6,"Um, yeah, I'm a huge fan."
Sarah,interviewee,Sarah,6,"There's, I'm sure there's so much more functionality to Canada."
Sarah,interviewee,Sarah,6,"I've tried to, um, attend their, you know, when they have those big events that hasn't worked out yet, but I'm hoping to attend one soon."
Sarah,interviewer,Navaa,7,"Yeah, that's amazing."
Sarah,interviewer,Navaa,7,"And, like, on that note, would you say that you find yourself using Canva help guides a lot?"
Sarah,interviewer,Navaa,7,"And for the design school, or those features that you've used before, what do you think of them?"
Sarah,interviewee,Sarah,8,"So, I think I've used the YouTube tutorials that Canva has."
Sarah,interviewee,Sarah,8,"Those are mostly what I use to, like, find out how to use new things or how to do something specific about it, for sure."
Sarah,interviewer,Navaa,9,What are some reasons why you would stop using the Canva for education that Crossroads offers?
Sarah,interviewer,Navaa,9,And have you switched to another design tool before?
Sarah,interviewer,Navaa,9,"If yes, which one?"
Sarah,interviewee,Sarah,10,"I just really appreciate that it's free for teachers and students, and honestly, the accessibility is what makes me use it."
Sarah,interviewee,Sarah,10,And the only reason I wouldn't use it is it was not accessible to teachers and students.
Sarah,interviewer,Navaa,11,"Yeah, absolutely."
Sarah,interviewer,Navaa,11,"Um, and what do you find are your current pain points and issues when using Canva?"
Sarah,interviewee,Sarah,12,"Honestly, nothing that I can really think of yet."
Sarah,interviewee,Sarah,12,"I've been able to do pretty much everything I've wanted to do on there, embedding videos, assigning stuff, hyperlinking."
Sarah,interviewee,Sarah,12,"Um, I feel like it's very user friendly for education."
Sarah,interviewee,Sarah,12,"Yeah, I can't, honestly, I can't think of anything that I don't like or I haven't or any issues that I've come across."
Sarah,interviewer,Navaa,13,"So when you're doing, like, more administrative functions on Canva, like, adding students to classes, doing whatever you need to give your students access to Canva, how has that process been for you?"
Sarah,interviewee,Sarah,14,It's been very easy.
Sarah,interviewee,Sarah,14,"I think the thing that I don't like on my end, my institution is, most schools don't make it easy to link Canva assignments to our school website."
Sarah,interviewee,Sarah,14,"When I used to use Google Classroom, I think Canva had a lot of linking with Google Classroom."
Sarah,interviewee,Sarah,14,"But now our school wants us to use their own interface called Blackbod, and so that's the only thing, I just wish my school's website allowed for more functionality with Canva."
Sarah,interviewer,Navaa,15,"Yeah, absolutely."
Sarah,interviewer,Navaa,15,"When you're doing offboarding, which I understand, is, like, still a manual process, when, like, students move from one grade to the next, or when students graduate from high school."
Sarah,interviewer,Navaa,15,"Is that difficult to do, or do you find that students just, like, move their data elsewhere?"
Sarah,interviewer,Navaa,15,How does that really work?
Sarah,interviewee,Sarah,16,"Ooh, to be honest, I haven't experienced that yet."
Sarah,interviewee,Sarah,16,I haven't tried to do that yet.
Sarah,interviewee,Sarah,16,It's definitely something that some educators have done.
Sarah,interviewer,Navaa,17,What are some changes or improvements that you think Canva can make to fit your needs better?
Sarah,interviewee,Sarah,18,"I think maybe having more, like, plug and play lesson plans for teachers, but I know that's not really what it does."
Sarah,interviewee,Sarah,18,It's mostly a design tool.
Sarah,interviewee,Sarah,18,"I would just say more functionalities for education that are, like, just in Canva."
Sarah,interviewee,Sarah,18,"I'm not too familiar with, like, the polls feature."
Sarah,interviewee,Sarah,18,I haven't used that yet.
Sarah,interviewee,Sarah,18,"I feel like I might have used the quiz future before, but, like, more fun stuff that would make it easier to plug and play lessons, just create my lesson things on Canva."
Sarah,interviewer,Navaa,19,"Yeah, absolutely."
Sarah,interviewer,Navaa,19,"And then, um, the last question is really more about AI, so have you used Canva Pro’s AI features, and if so, how have they affected your experience?"
Sarah,interviewee,Sarah,20,"Yeah, I think I've played around with their AI image generator a few months ago, and it was cool."
Sarah,interviewee,Sarah,20,"I mean, I have my own definitely feelings about AI, so I try not to use it too much without knowing, you know, the ethical and environmental implications, but I did try it out of curiosity."
Sarah,interviewee,Sarah,20,I don't really find myself needing the AI functionality right now.
Sarah,interviewee,Sarah,20,I don't know if that'll change.
Sarah,interviewee,Sarah,20,"I'm sure most people are like this too, but I love just like the slideshow templates that Canva has."
Sarah,interviewee,Sarah,20,And I still haven't found an AI slide show maker tool that has the ability to make slides look so aesthetically pleasing and have all the information.
